                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.0926,                0.50347,                0.87257,                0.73436,                0.64832,                0.67261,                0.38565,                 1.2853,                 0.6199,                  0.925,             0.00036089,             0.00036089,             0.00036089
                    154,                 1.0957,                0.50038,                0.86944,                0.70984,                0.66066,                0.66807,                0.38754,                 1.2781,                0.61464,                0.92351,             0.00035382,             0.00035382,             0.00035382
                    155,                 1.1343,                0.51958,                 0.8718,                0.72614,                0.64347,                0.66647,                0.38786,                 1.2761,                0.62544,                0.92259,             0.00034675,             0.00034675,             0.00034675
                    156,                 1.1068,                0.50548,                0.86862,                0.73483,                0.63255,                0.66463,                0.38552,                 1.2782,                0.61787,                0.92203,             0.00033967,             0.00033967,             0.00033967
                    157,                 1.1159,                0.50905,                  0.864,                0.72206,                0.65859,                0.67396,                0.38859,                 1.2727,                0.61835,                0.92441,              0.0003326,              0.0003326,              0.0003326
                    158,                 1.1079,                0.50903,                 0.8662,                0.72207,                 0.6486,                 0.6668,                0.38766,                 1.2745,                0.61777,                 0.9227,             0.00032553,             0.00032553,             0.00032553
                    159,                 1.1134,                0.51245,                0.86914,                0.71771,                0.64722,                0.66815,                0.38861,                 1.2739,                 0.6155,                 0.9199,             0.00031845,             0.00031845,             0.00031845
                    160,                 1.1149,                0.51165,                0.86633,                0.72959,                0.64609,                0.66748,                0.38933,                 1.2729,                0.61822,                0.92061,             0.00031138,             0.00031138,             0.00031138
                    161,                 1.0733,                0.48781,                0.86551,                0.73947,                0.64782,                0.66969,                0.39201,                 1.2747,                0.61963,                0.92408,             0.00030431,             0.00030431,             0.00030431
                    162,                 1.0935,                0.49833,                0.86616,                0.73793,                0.64042,                0.67171,                0.38989,                 1.2743,                0.62679,                0.92585,             0.00029723,             0.00029723,             0.00029723
                    163,                 1.1133,                 0.5078,                0.86332,                0.73295,                0.64352,                 0.6665,                0.38737,                 1.2758,                0.62367,                0.92589,             0.00029016,             0.00029016,             0.00029016
                    164,                 1.0712,                0.49487,                0.86324,                0.71565,                0.64694,                0.66453,                0.38719,                 1.2718,                0.61769,                0.92457,             0.00028308,             0.00028308,             0.00028308
                    165,                 1.0624,                0.48704,                0.86394,                0.71313,                0.65422,                0.66585,                0.38782,                 1.2736,                0.61686,                0.92379,             0.00027601,             0.00027601,             0.00027601
                    166,                 1.0875,                0.49968,                0.86407,                 0.7236,                0.64899,                0.66521,                0.38838,                 1.2722,                0.61819,                 0.9247,             0.00026894,             0.00026894,             0.00026894
                    167,                 1.1021,                0.50389,                0.86143,                0.71283,                0.64885,                0.66537,                0.38909,                  1.275,                0.62422,                0.92769,             0.00026186,             0.00026186,             0.00026186
                    168,                 1.0849,                0.49905,                0.86455,                0.72404,                0.64455,                0.67113,                0.39183,                 1.2718,                0.62172,                0.92645,             0.00025479,             0.00025479,             0.00025479
                    169,                 1.0909,                0.49363,                0.86368,                0.71831,                0.65298,                0.67137,                0.38751,                 1.2784,                0.62517,                0.92753,             0.00024772,             0.00024772,             0.00024772
                    170,                 1.0558,                0.48599,                0.86236,                0.72506,                0.65143,                0.66493,                 0.3902,                 1.2743,                0.62244,                0.92561,             0.00024064,             0.00024064,             0.00024064
                    171,                 1.0716,                0.49368,                0.86106,                  0.732,                0.65605,                0.67452,                0.39185,                 1.2669,                0.61522,                0.92304,             0.00023357,             0.00023357,             0.00023357
                    172,                 1.0703,                0.48786,                0.85921,                0.72843,                0.65103,                0.66927,                0.39058,                 1.2706,                0.61905,                0.92291,              0.0002265,              0.0002265,              0.0002265
                    173,                 1.0572,                0.48643,                0.86096,                0.72351,                0.66231,                0.67214,                0.39057,                 1.2698,                0.61515,                0.92412,             0.00021942,             0.00021942,             0.00021942
                    174,                 1.0338,                0.47784,                0.86056,                0.73364,                0.66096,                0.67367,                0.39233,                 1.2714,                0.61906,                0.92507,             0.00021235,             0.00021235,             0.00021235
                    175,                 1.0872,                0.49588,                0.86017,                0.72611,                 0.6606,                0.67301,                0.39349,                 1.2694,                0.61082,                0.92606,             0.00020528,             0.00020528,             0.00020528
                    176,                 1.0578,                0.48323,                0.86254,                  0.725,                0.64516,                0.67163,                0.39128,                 1.2662,                0.61684,                0.92447,              0.0001982,              0.0001982,              0.0001982
                    177,                 1.0848,                0.48938,                0.86357,                0.73546,                0.66099,                0.68217,                0.39448,                 1.2662,                0.61586,                 0.9236,             0.00019113,             0.00019113,             0.00019113
                    178,                 1.0684,                0.48945,                0.85822,                0.73936,                 0.6557,                0.67657,                0.39585,                 1.2669,                0.61376,                0.92414,             0.00018406,             0.00018406,             0.00018406
                    179,                 1.0378,                0.47473,                0.85778,                0.73929,                0.64878,                0.67758,                0.39511,                 1.2656,                0.61664,                0.92552,             0.00017698,             0.00017698,             0.00017698
                    180,                 1.0381,                0.47146,                0.85803,                0.73381,                0.66146,                0.68017,                0.39495,                 1.2696,                0.61603,                 0.9252,             0.00016991,             0.00016991,             0.00016991
                    181,                  1.061,                0.48743,                0.86087,                0.76208,                0.64472,                0.68097,                0.39338,                 1.2684,                0.60987,                0.92557,             0.00016283,             0.00016283,             0.00016283
                    182,                 1.0701,                0.48551,                0.85994,                0.75896,                0.65104,                0.68119,                0.39603,                  1.264,                0.60647,                0.92593,             0.00015576,             0.00015576,             0.00015576
                    183,                 1.0315,                0.47234,                0.86175,                0.74875,                0.65708,                 0.6843,                0.39499,                 1.2671,                 0.6068,                0.92739,             0.00014869,             0.00014869,             0.00014869
                    184,                 1.0493,                0.47992,                0.85421,                0.75523,                0.65069,                0.68247,                0.39483,                 1.2694,                0.60925,                0.92787,             0.00014161,             0.00014161,             0.00014161
                    185,                 1.0832,                0.48972,                0.85735,                0.75904,                 0.6493,                0.68437,                0.39569,                 1.2678,                0.60942,                0.92762,             0.00013454,             0.00013454,             0.00013454
                    186,                 1.0481,                0.48186,                0.86422,                0.76068,                0.64057,                0.67797,                0.39717,                 1.2608,                0.61045,                0.92518,             0.00012747,             0.00012747,             0.00012747
                    187,                 1.0589,                  0.482,                 0.8586,                0.76726,                0.64865,                0.68352,                0.39879,                 1.2622,                0.61043,                0.92633,             0.00012039,             0.00012039,             0.00012039
                    188,                 1.0562,                0.48146,                0.85812,                0.74033,                0.65862,                0.68367,                0.39784,                 1.2628,                0.61295,                0.92595,             0.00011332,             0.00011332,             0.00011332
                    189,                  1.048,                  0.476,                0.85426,                0.73939,                0.65124,                0.68137,                0.39688,                 1.2626,                0.61399,                0.92529,             0.00010625,             0.00010625,             0.00010625
                    190,                 1.0592,                 0.4816,                0.85589,                0.74813,                0.65489,                0.68198,                0.39763,                 1.2649,                0.61343,                0.92683,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                 1.0683,                 0.4833,                0.85846,                0.71685,                0.66185,                0.67752,                0.39231,                 1.2707,                0.61292,                0.92893,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                 1.0472,                0.47655,                0.85562,                 0.7287,                0.65941,                0.67179,                0.38798,                 1.2754,                0.61665,                0.92902,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                 1.0296,                0.46722,                0.86129,                0.72718,                0.65936,                 0.6738,                 0.3891,                 1.2709,                0.61501,                0.92798,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                 1.0479,                0.47361,                0.85556,                0.73052,                0.66162,                0.67609,                0.38938,                 1.2731,                0.61896,                0.92748,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                 1.0555,                0.48911,                 0.8555,                0.73434,                 0.6613,                0.68079,                0.39182,                 1.2713,                0.62093,                0.92747,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                 1.0213,                0.45879,                0.85599,                0.73944,                0.65625,                0.68152,                0.39413,                 1.2676,                0.61505,                0.92715,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                 1.0117,                0.45784,                0.85566,                0.74387,                0.65599,                  0.682,                0.39606,                 1.2682,                0.61415,                0.92604,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                 1.0491,                0.47036,                0.85154,                 0.7406,                0.65412,                0.68219,                0.39627,                 1.2686,                0.61429,                0.92579,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                 1.0223,                0.45954,                0.85798,                 0.7452,                0.65439,                 0.6783,                0.39333,                 1.2707,                0.61528,                0.92598,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                 1.0406,                0.47272,                0.85461,                0.75009,                0.65298,                0.68097,                0.39496,                 1.2687,                0.61271,                0.92569,             2.8437e-05,             2.8437e-05,             2.8437e-05
